RESOLUÇÃO,CTT,N°,DEMANDA,ATIVO/RECEPTIVO,DIRETOR,BANCO,RESPONSÁVEL,  ,
21/01/2025,230021,2,valores,RECEPTIVO,ANTUNES,ITAÚ,NUNO,RESOLVIDO,
20/01/2025,211442,1,"5.200,00",RECEPTIVO,ANTUNES,SANTANDER,THALISSON,RESOLVIDO,SEM DESCONTO
22/01/2025,202245,1,valores,RECEPTIVO,JULIO,PANAMERICANO,ALINE,RESOLVIDO,SEM DESCONTO
21/01/2025,218080,2,valores,RECEPTIVO,ANTUNES,PANAMERICANO,YURI,RESOLVIDO,SEM DESCONTO
21/01/2025,192372,2,valores,RECEPTIVO,JULIO,VOLKSWAGEN,JULIANE,RESOLVIDO,
22/01/2025,235052,1,"8.000,00",RECEPTIVO,ANTUNES,BRADESCO,FELIPE,RESOLVIDO,SEM DESCONTO
21/01/2025,182783,1,"10.000,00",RECEPTIVO,JULIO,PANAMERICANO,MATHEUS,RESOLVIDO,
21/01/2025,206385,4,"15.000,00",RECEPTIVO,JULIO,PANAMERICANO,POLIANA,RESOLVIDO,AGUARDANDO BOLETO
21/01/2025,223270,5,"5.000,00",RECEPTIVO,JULIO,BV FINANCEIRA,ANA GESSICA,RESOLVIDO,
22/01/2025,220099,1,"2.800,00",RECEPTIVO,ANTUNES,PANAMERICANO,ALINE,RESOLVIDO,SEM DESCONTO
21/01/2025,225830,1,"6.000,00",RECEPTIVO,JULIO,SANTANDER,LUARA,RESOLVIDO,
20/01/2025,231482  ,1,"R$ 12.500,00",RECEPTIVO,JULIO,PANAMERICANO,YURI,RESOLVIDO,SEM DESCONTO
20/01/2025,227860 ,1,"R$ 5.000,00",RECEPTIVO,JULIO,SANTANDER,ANA GESSICA,RESOLVIDO,SEM DESCONTO
22/01/2025,230918 ,1,"R$ 7.000,00",ATIVO,JULIO,ITAÚ,POLIANA,RESOLVIDO,SEM DESCONTO
20/01/2025,222070,2,"R$ 3.000,00",RECEPTIVO,JULIO,PANAMERICANO,THALISSON,RESOLVIDO,SEM DESCONTO
20/01/2025,180343,2,Valores,RECEPTIVO,JULIO,BV FINANCEIRA,POLIANA,RESOLVIDO,APROVADO
20/01/2025,215947,2,"R$ 5.000,00",RECEPTIVO,JULIO,ITAÚ,ANA LIDIA,RESOLVIDO,APROVADO
20/01/2025,214286,1,VALORES,RECEPTIVO,JULIO,PANAMERICANO,THALISSON,RESOLVIDO,APROVADO
20/01/2025,198879,2,valores,RECEPTIVO,JULIO,PANAMERICANO,THALISSON,RESOLVIDO,SEM DESCONTO
20/01/2025,190186,2,VALORES,RECEPTIVO,JULIO,ITAÚ,ADRIANO,RESOLVIDO,APROVADO
20/01/2025,216359,5,VALORES,RECEPTIVO,JULIO,PANAMERICANO,THALISSON,RESOLVIDO,APROVADO
21/01/2025,201379,3,valores,RECEPTIVO,JULIO,PANAMERICANO,THALISSON,RESOLVIDO,APROVADO
20/01/2025,220597,2,valores,RECEPTIVO,JULIO,SANTANDER,LUARA,RESOLVIDO,
20/01/2025,207346,3,"R$ 9.000,00",ATIVO,JULIO,BRADESCO,LUARA,RESOLVIDO,
20/01/2025,218568 ,2,"CLIENTE RECEBEU PROPOSTA NO VALOR DE 10.000,00",RECEPTIVO,JULIO,PANAMERICANO,THALISSON,RESOLVIDO,APROVADO
21/01/2025,215101,3,"R$ 50.000,00",RECEPTIVO,JULIO,ITAÚ,THALISSON,RESOLVIDO,APROVADO
21/01/2025,200087,1,"R$15.000,00",RECEPTIVO,JULIO,SANTANDER,POLIANA,RESOLVIDO,AGUARDANDO BOLETO
22/01/2025,192372 ,2,"R$ 22.000,00",RECEPTIVO,JULIO,VOLKSWAGEN,THALISSON,RESOLVIDO,SEM DESCONTO
21/01/2025,193149 ,1,"R$ 6.000,00",RECEPTIVO,JULIO,BV FINANCEIRA,LUARA,RESOLVIDO,
21/01/2025,201480 ,1,"VALORES 5.000,00 CASO APROVE UM VALOR PROXIMO QUER A CAPITAL",RECEPTIVO,JULIO,SANTANDER,ALINE,RESOLVIDO,SEM DESCONTO
20/01/2025,159460 ,1,80%,RECEPTIVO,JULIO,RCI,YURI,RESOLVIDO,SEM DESCONTO
20/01/2025,200698,2,VALORES,RECEPTIVO,JULIO,ITAÚ,MATHEUS,RESOLVIDO,APROVADO
20/01/2025,213422,2,VALORES,RECEPTIVO,JULIO,ITAÚ,MATHEUS,RESOLVIDO,APROVADO
22/01/2025,214364 ,1,"R$ 2.000,00",RECEPTIVO,JULIO,BV FINANCEIRA,ANA GESSICA,RESOLVIDO,SEM DESCONTO
21/01/2025,231600 ,1,"R$ 2.000,00",RECEPTIVO,JULIO,BRADESCO,ANA LIDIA,RESOLVIDO,SEM DESCONTO
20/01/2025,201379,3,VALORES,ATIVO,JULIO,PANAMERICANO,THALISSON,RESOLVIDO,APROVADO
20/01/2025,223717,5,"R$ 17.000,00",RECEPTIVO,JULIO,BV FINANCEIRA,MATHEUS,RESOLVIDO,
22/01/2025, 198522,2,"R$ 9.000,00",RECEPTIVO,JULIO,SANTANDER,YURI,RESOLVIDO,APROVADO
21/01/2025,221620,3,"R$ 12.000,00",RECEPTIVO,JULIO,BV FINANCEIRA,NUNO,RESOLVIDO,SEM DESCONTO
21/01/2025,187870,2,"R$ 18.000,00",RECEPTIVO,JULIO,PANAMERICANO,YURI,RESOLVIDO,AGUARDANDO COMPROVANTE
20/01/2025,212108,1,"R$ 3.500,00",RECEPTIVO,JULIO,SANTANDER,POLIANA,RESOLVIDO,APROVADO
20/01/2025,212109,1,"R$ 4.700,00",RECEPTIVO,JULIO,ITAÚ,POLIANA,RESOLVIDO,SEM DESCONTO
20/01/2025,203619,1,VALORES,RECEPTIVO,JULIO,BV FINANCEIRA,YURI,RESOLVIDO,SEM DESCONTO
21/01/2025, 206746,2,ENTRA EM CONTATO COM O CLIENTE ,RECEPTIVO,JULIO,BV FINANCEIRA,JULIANE,RESOLVIDO,
20/01/2025,135924,1,VERIFICAR SE O CLIENTE QUITOU,ATIVO,JULIO,ITAÚ,LUARA,RESOLVIDO,
22/01/2025,210271 ,1,"R$ 14.000,00",RECEPTIVO,JULIO,ITAÚ,ANA GESSICA,RESOLVIDO,AGUARDANDO COMPROVANTE
20/01/2025,237341,,valores,,REVERSÃO,PANAMERICANO,POLIANA,RESOLVIDO,APROVADO
20/01/2025,223675,,VALORES,RECEPTIVO,JULIO,SANTANDER,POLIANA,RESOLVIDO,SEM DESCONTO
20/01/2025,220696,1,CONFRMAR BOLETO,RECEPTIVO,JULIO,SANTANDER,NUNO,RESOLVIDO,AGUARDANDO COMPROVANTE
20/01/2025,201343 ,3,VALORES,RECEPTIVO,JULIO,RENNER,ALINE,RESOLVIDO,SEM DESCONTO
20/01/2025,209369,1,"R$ 4.000,00",RECEPTIVO,JULIO,RENNER,ANA LIDIA,RESOLVIDO,APROVADO
20/01/2025, 218619,2,VALORES,RECEPTIVO,JULIO,PANAMERICANO,ANA GESSICA,RESOLVIDO,APROVADO
20/01/2025,184476,3,VALORES,RECEPTIVO,JULIO,SANTANDER,ANA GESSICA,RESOLVIDO,APROVADO
20/01/2025,190117,3,valores,RECEPTIVO,JULIO,BRADESCO,LUARA,RESOLVIDO,
20/01/2025,215725,1,VALORES,RECEPTIVO,JULIO,PANAMERICANO,NUNO,RESOLVIDO,APROVADO
20/01/2025,190313,1,VALORES,RECEPTIVO,JULIO,SANTANDER,NUNO,RESOLVIDO,APROVADO
20/01/2025,225488,1,VALORES,RECEPTIVO,JULIO,PANAMERICANO,NUNO,RESOLVIDO,APROVADO
20/01/2025, 208566,1,VALORES,RECEPTIVO,JULIO,PANAMERICANO,ANA LIDIA,RESOLVIDO,APROVADO
21/01/2025,200840,2,"R$26.000,00",RECEPTIVO,JULIO,SANTANDER,JULIANE,RESOLVIDO,QUITADO EMPRESA
20/01/2025,225300 ,1,"R$ 8.000,00",RECEPTIVO,JULIO,PANAMERICANO,YURI,RESOLVIDO,SEM DESCONTO
20/01/2025,209591,1,"R$ 10.000,00",RECEPTIVO,JULIO,SANTANDER,ANA GESSICA,RESOLVIDO,SEM DESCONTO
20/01/2025,230990 ,1,"R$ 5.000,00",RECEPTIVO,JULIO,BV FINANCEIRA,MATHEUS,RESOLVIDO,
21/01/2025,224399,1,"R$ 10.000,00",ATIVO,JULIO,PANAMERICANO,ANA GESSICA,RESOLVIDO,SEM DESCONTO
21/01/2025,223270,5,"R$ 5.000,00",RECEPTIVO,JULIO,BV FINANCEIRA,ANA LIDIA,RESOLVIDO,SEM DESCONTO
21/01/2025,230113 ,2,"R$ 10.000,00",ATIVO,JULIO,SANTANDER,LUARA,RESOLVIDO,
20/01/2025,237357,2,"R$ 5.000,00",ATIVO,JULIO,PANAMERICANO,LUARA,RESOLVIDO,
21/01/2025,212323,1,"R$ 31.311,30",ATIVO,ADRIANO,BRADESCO,THALISSON,RESOLVIDO,INFORMAÇÕES 
21/01/2025,225473,1,"R$ 5.000,00",RECEPTIVO,ADRIANO,SANTANDER,ALINE,RESOLVIDO,SEM DESCONTO
21/01/2025,205477  ,1,"R$ 4.000,00",RECEPTIVO,JULIO,PANAMERICANO,ANA LIDIA,RESOLVIDO,SEM DESCONTO
21/01/2025,207339 ,2,"R$ 7.500,00",RECEPTIVO,JULIO,PANAMERICANO,ANA GESSICA,RESOLVIDO,SEM DESCONTO
21/01/2025,217559,1,"R$5.000,00",RECEPTIVO,JULIO,BV FINANCEIRA,POLIANA,RESOLVIDO,APROVADO
22/01/2025,190117,3,SOLICITAR BOLETO,RECEPTIVO,JULIO,BRADESCO,LUARA,RESOLVIDO,
22/01/2025,219879,1,"R$ 4.000,00",RECEPTIVO,JULIO,BV FINANCEIRA,YURI,RESOLVIDO,SEM DESCONTO
22/01/2025,203965,3,"R$ 25.000,00",RECEPTIVO,JULIO,BRADESCO,THALISSON,RESOLVIDO,APROVADO
21/01/2025,210142,3,VALORES,RECEPTIVO,JULIO,BRADESCO,THALISSON,RESOLVIDO,APROVADO
21/01/2025,215374,1,"R$ 5.000,00",RECEPTIVO,JULIO,BRADESCO,LUARA,RESOLVIDO,
21/01/2025,210982,1,valores,RECEPTIVO,JULIO,PANAMERICANO,THALISSON,RESOLVIDO,APROVADO
22/01/2025,207024,1,"R$ 3.000,00",RECEPTIVO,JULIO,SANTANDER,LUARA,RESOLVIDO,
21/01/2025,178628,2,"R$ 5.600,00",RECEPTIVO,JULIO,OMNI,ANA LIDIA,RESOLVIDO,APROVADO
22/01/2025,224566,3,VALORES,RECEPTIVO,JULIO,SANTANDER,YURI,RESOLVIDO,SEM DESCONTO
22/01/2025,215404 ,1,"R$ 10.000,00",RECEPTIVO,ADRIANO,BV FINANCEIRA,POLIANA,RESOLVIDO,SEM DESCONTO
21/01/2025,136606 ,1,"R$ 8.000,00",RECEPTIVO,JULIO,BV FINANCEIRA,,RESOLVIDO,
21/01/2025,207193 ,1,"R$ 22.000,00",RECEPTIVO,JULIO,SANTANDER,THALISSON,RESOLVIDO,APROVADO
22/01/2025,224192,1,50% á 80%,RECEPTIVO,JULIO,SANTANDER,LUARA,RESOLVIDO,
22/01/2025,210216 ,1,5.000 verificar quitação parcela tbm ,RECEPTIVO,JULIO,BV FINANCEIRA,MATHEUS,RESOLVIDO,APROVADO
21/01/2025,227324 ,1,"R$ 18.000,00",RECEPTIVO,JULIO,SANTANDER,ALINE,RESOLVIDO,APROVADO
22/01/2025,215834 ,1,"R$ 15.000,00",RECEPTIVO,JULIO,ITAÚ,JULIANE,RESOLVIDO,TRANSFERÊNCIA
21/01/2025,205923,2,VALORES,RECEPTIVO,JULIO,SANTANDER,YURI,RESOLVIDO,APROVADO
22/01/2025,230892,1,VALORES,RECEPTIVO,JULIO,PANAMERICANO,ALINE,RESOLVIDO,SEM DESCONTO
23/01/2025,234525,1,VALORES,RECEPTIVO,JULIO,BV FINANCEIRA,FELIPE,RESOLVIDO,SEM DESCONTO
22/01/2025,210651,2,"R$ 10.000,00",RECEPTIVO,JULIO,BV FINANCEIRA,POLIANA,RESOLVIDO,SEM DESCONTO
21/01/2025,202394,,VALORES,RECEPTIVO,JULIO,BRADESCO,POLIANA,RESOLVIDO,SEM DESCONTO
21/01/2025,237904,,"R$ 10.000,00",RECEPTIVO,REVERSÃO,SANTANDER,POLIANA,RESOLVIDO,SEM DESCONTO
22/01/2025, 196872,2,"R$ 25.500,00",RECEPTIVO,JULIO,GMAC,ANA GESSICA,RESOLVIDO,AGUARDANDO COMPROVANTE
21/01/2025,198866,2,CONFIRMAR QUITAÇÃO,RECEPTIVO,JULIO,SANTANDER,NUNO,RESOLVIDO,QUITADO APROVADO
21/01/2025,169669,1,VALORES,RECEPTIVO,JULIO,SANTANDER,ANA GESSICA,RESOLVIDO,SEM DESCONTO
21/01/2025,213676,3,VALORES,RECEPTIVO,JULIO,OMNI,FELIPE,RESOLVIDO,AT DE PARCELAS
21/01/2025,228941,1,VALORES,RECEPTIVO,JULIO,SANTANDER,ALINE,RESOLVIDO,SEM DESCONTO
21/01/2025,205602,3,VALORES,RECEPTIVO,JULIO,SANTANDER,ANA LIDIA,RESOLVIDO,
21/01/2025,218465,2,"R$ 8.387,99",RECEPTIVO,JULIO,PANAMERICANO,JULIANE,RESOLVIDO,QUITADO EMPRESA
21/01/2025,223442,,VALORES,RECEPTIVO,JULIO,BV FINANCEIRA,FELIPE,RESOLVIDO,SEM DESCONTO
21/01/2025,174654,,VALORES,RECEPTIVO,JULIO,RCI,FELIPE,RESOLVIDO,SEM DESCONTO
21/01/2025,223761,,VALORES,RECEPTIVO,JULIO,HYUNDAI,FELIPE,RESOLVIDO,SEM DESCONTO
21/01/2025,206377,,VALORES,RECEPTIVO,JULIO,ITAÚ,FELIPE,RESOLVIDO,SEM DESCONTO
22/01/2025,202330,1,Atualização de parcelas,RECEPTIVO,JULIO,BV FINANCEIRA,JULIANE,RESOLVIDO,APREENDIDO
21/01/2025,225796,1,"R$ 3.000,00",ATIVO,ADRIANO,SANTANDER,ALINE,RESOLVIDO,SEM DESCONTO
21/01/2025,226209,1,"R$ 5.000,00",RECEPTIVO,JULIO,PANAMERICANO,POLIANA,RESOLVIDO,SEM DESCONTO
22/01/2025,213249,1,"R$15.000,00",RECEPTIVO,JULIO,SANTANDER,POLIANA,RESOLVIDO,APROVADO
22/01/2025,198580  ,4,"R$ 5.200,00",RECEPTIVO,JULIO,OMNI,ANA LIDIA,RESOLVIDO,SEM DESCONTO
22/01/2025,221625 ,2,,RECEPTIVO,JULIO,HYUNDAI,JULIANE,RESOLVIDO,APROVADO
22/01/2025,206385,4,valores,RECEPTIVO,JULIO,PANAMERICANO,ANA LIDIA,RESOLVIDO,APROVADO
22/01/2025,183628,2,VALORES,ATIVO,JULIO,RENNER,THALISSON,RESOLVIDO,APROVADO
22/01/2025,219398,1,VALORES,ATIVO,JULIO,PANAMERICANO,THALISSON,RESOLVIDO,APROVADO
22/01/2025,212204,1,VALORES,ATIVO,JULIO,PANAMERICANO,THALISSON,RESOLVIDO,APROVADO
22/01/2025,215395,3,VALORES,RECEPTIVO,JULIO,BRADESCO,MATHEUS,RESOLVIDO,
22/01/2025,200461,1,VALORES,RECEPTIVO,JULIO,BRADESCO,THALISSON,RESOLVIDO,SEM DESCONTO
22/01/2025,167715,2,VALORES,RECEPTIVO,JULIO,RENNER,MATHEUS,RESOLVIDO,APROVADO
22/01/2025,226517,1,valores,RECEPTIVO,JULIO,BV FINANCEIRA,LUARA,RESOLVIDO,
22/01/2025,218229,3,VALORES,ATIVO,JULIO,PANAMERICANO,THALISSON,RESOLVIDO,APROVADO
22/01/2025, 199132 ,1,"valores talvez 11.000,00",ATIVO,JULIO,PANAMERICANO,THALISSON,RESOLVIDO,SEM DESCONTO
22/01/2025, 205235,1,VALORES,RECEPTIVO,JULIO,ITAÚ,ANA GESSICA,RESOLVIDO,APROVADO
22/01/2025,205673,1,VALORES,RECEPTIVO,JULIO,BV FINANCEIRA,ANA LIDIA,RESOLVIDO,APROVADO
23/01/2025,222418,1,"R$ 10.000,00",RECEPTIVO,JULIO,SANTANDER,JULIANE,RESOLVIDO,SEM DESCONTO
23/01/2025,206943,1,"R$ 8.500,00",RECEPTIVO,JULIO,BV FINANCEIRA,POLIANA,RESOLVIDO,SEM DESCONTO
23/01/2025,201334,1,"R$ 10.000,00",RECEPTIVO,JULIO,PANAMERICANO,LUARA,RESOLVIDO,
23/01/2025,226636,1,"R$ 7.000,00",RECEPTIVO,JULIO,PANAMERICANO,MATHEUS,RESOLVIDO,
23/01/2025,233143,1,"R$ 2.000,00",RECEPTIVO,JULIO,ITAÚ,JULIANE,RESOLVIDO,SEM DESCONTO
22/01/2025,225930 ,1,"R$ 20.000,00",,JULIO,ITAÚ,ANA GESSICA,RESOLVIDO,SEM DESCONTO
22/01/2025,230768,,VALORES,,JULIO,ITAÚ,POLIANA,RESOLVIDO,SEM DESCONTO
22/01/2025,210444,1,"R$ 5.500,00",RECEPTIVO,JULIO,PANAMERICANO,NUNO,RESOLVIDO,AGUARDANDO BOLETO
22/01/2025,199583,1,valores,RECEPTIVO,JULIO,BV FINANCEIRA,ANA LIDIA,RESOLVIDO,APROVADO
22/01/2025,195896,1,VALORES,RECEPTIVO,JULIO,BV FINANCEIRA,ANA GESSICA,RESOLVIDO,APROVADO
22/01/2025,212568,1,VALORES,RECEPTIVO,JULIO,BV FINANCEIRA,LUARA,RESOLVIDO,
22/01/2025,190161,1,VALORES,RECEPTIVO,JULIO,PANAMERICANO,ALINE,RESOLVIDO,APROVADO
22/01/2025,239704,1,VALORES,RECEPTIVO,REVERSÃO,PANAMERICANO,ANA LIDIA,RESOLVIDO,APROVADO
22/01/2025,138887,1,valores,RECEPTIVO,REVERSÃO,PANAMERICANO,ANA LIDIA,RESOLVIDO,APROVADO
22/01/2025,213877,,VALORES,RECEPTIVO,JULIO,PANAMERICANO,FELIPE,RESOLVIDO,SEM DESCONTO
22/01/2025,218523,1,VALORES,RECEPTIVO,JULIO,SANTANDER,NUNO,RESOLVIDO,SEM DESCONTO
23/01/2025,229969,1,"R$ 4.000,00",RECEPTIVO,JULIO,SANTANDER,NUNO,RESOLVIDO,SEM DESCONTO
23/01/2025,198447,1,"R$ 4.000,00",RECEPTIVO,JULIO,SANTANDER,NUNO,RESOLVIDO,APROVADO
23/01/2025,206939,1,"R$ 10.000,00",RECEPTIVO,JULIO,SANTANDER,LUARA,RESOLVIDO,
23/01/2025,91276,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,MATHEUS,RESOLVIDO,CANCELADO
23/01/2025,139761,1,50% Á 80%,ATIVO,JULIO,SANTANDER,FELIPE,RESOLVIDO,CANCELADO
23/01/2025,156515,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,FELIPE,RESOLVIDO,CANCELADO
23/01/2025,163847,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,FELIPE,RESOLVIDO,QUITADO EMPRESA
23/01/2025,163873,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,JULIANE,RESOLVIDO,CANCELADO
23/01/2025,165818,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,,RESOLVIDO,QUITADO EMPRESA
23/01/2025,168519,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,FELIPE,RESOLVIDO,APREENDIDO
23/01/2025,169897,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,ANA LIDIA,RESOLVIDO,APREENDIDO
23/01/2025,169950,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,ANA GESSICA,RESOLVIDO,QUITADO EMPRESA
23/01/2025,173152,2,50% Á 80%,ATIVO,JULIO,BRADESCO,FELIPE,RESOLVIDO,CANCELADO
23/01/2025,173818,1,50% Á 80%,ATIVO,JULIO,ITAÚ,ANA LIDIA,RESOLVIDO,QUITADO EMPRESA
23/01/2025,178289,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,FELIPE,RESOLVIDO,CANCELADO
23/01/2025,179116,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,ANA GESSICA,RESOLVIDO,CANCELADO
23/01/2025,179569,1,50% Á 80%,ATIVO,JULIO,OMNI,,RESOLVIDO,QUITADO EMPRESA
23/01/2025,180343,2,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,FELIPE,RESOLVIDO,EM ACORDO
23/01/2025,181471,2,50% Á 80%,ATIVO,JULIO,GMAC,ANA LIDIA,RESOLVIDO,QUITADO EMPRESA
23/01/2025,181658,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,ANA GESSICA,RESOLVIDO,QUITADO EMPRESA
23/01/2025,183816,4,50% Á 80%,ATIVO,JULIO,PANAMERICANO,FELIPE,RESOLVIDO,QUITADO EMPRESA
23/01/2025,187604,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,ANA GESSICA,RESOLVIDO,QUITADO EMPRESA
23/01/2025,189770,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,FELIPE,RESOLVIDO,QUITADO EMPRESA
23/01/2025,190351,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,ANA LIDIA,RESOLVIDO,QUITADO EMPRESA
23/01/2025,190510,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,ANA GESSICA,RESOLVIDO,QUITADO EMPRESA
23/01/2025,192416,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,ANA LIDIA,RESOLVIDO,QUITADO EMPRESA
23/01/2025,192484,1,50% Á 80%,ATIVO,JULIO,SANTANDER,ANA GESSICA,RESOLVIDO,QUITADO EMPRESA
23/01/2025,193975,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,FELIPE,RESOLVIDO,QUITADO EMPRESA
23/01/2025,194039,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,ANA LIDIA,RESOLVIDO,APREENDIDO
23/01/2025,195711,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,FELIPE,RESOLVIDO,APREENDIDO
23/01/2025,196311,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,ANA GESSICA,RESOLVIDO,QUITADO EMPRESA
23/01/2025,198088,1,50% Á 80%,ATIVO,JULIO,ITAÚ,FELIPE,RESOLVIDO,APREENDIDO
23/01/2025,198256,1,50% Á 80%,ATIVO,JULIO,SANTANDER,ANA GESSICA,RESOLVIDO,APREENDIDO
23/01/2025,199239,2,50% Á 80%,ATIVO,JULIO,OMNI,FELIPE,RESOLVIDO,EM ACORDO
23/01/2025,200124,1,50% Á 80%,ATIVO,JULIO,OMNI,ANA LIDIA,RESOLVIDO,APREENDIDO
23/01/2025,201640,2,50% Á 80%,ATIVO,JULIO,BRADESCO,FELIPE,RESOLVIDO,QUITADO EMPRESA
23/01/2025,202416,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,ANA GESSICA,RESOLVIDO,QUITADO EMPRESA
23/01/2025,203568,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,FELIPE,RESOLVIDO,QUITADO EMPRESA
23/01/2025,204180,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,ANA LIDIA,RESOLVIDO,QUITADO EMPRESA
23/01/2025,204339,2,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,ANA GESSICA,RESOLVIDO,QUITADO EMPRESA
23/01/2025,205992,2,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,ANA LIDIA,RESOLVIDO,APROVADO
23/01/2025,206478,2,50% Á 80%,ATIVO,JULIO,BRADESCO,ANA GESSICA,RESOLVIDO,QUITADO EMPRESA
23/01/2025,209998,1,50% Á 80%,ATIVO,JULIO,BRADESCO,ANA LIDIA,RESOLVIDO,QUITADO EMPRESA
23/01/2025,210142,3,50% Á 80%,ATIVO,JULIO,BRADESCO,ANA GESSICA,RESOLVIDO,
23/01/2025,211364,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,ANA LIDIA,RESOLVIDO,QUITADO EMPRESA
23/01/2025,213220,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,JULIANE,RESOLVIDO,APROVADO
23/01/2025,213340,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,ANA LIDIA,RESOLVIDO,CANCELADO
23/01/2025,213348,1,50% Á 80%,ATIVO,JULIO,ITAÚ,ANA GESSICA,RESOLVIDO,CANCELADO
23/01/2025,214441,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,FELIPE,RESOLVIDO,QUITADO EMPRESA
23/01/2025,74811,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,ANA LIDIA,RESOLVIDO,CANCELADO
23/01/2025,93028,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,,RESOLVIDO,CANCELADO
23/01/2025,99487,2,50% Á 80%,ATIVO,JULIO,VOLKSWAGEN,LUARA,RESOLVIDO,CANCELADO
23/01/2025,115023,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,ANA LIDIA,RESOLVIDO,CANCELADO
23/01/2025,118245,1,50% Á 80%,ATIVO,JULIO,SANTANDER,MATHEUS,RESOLVIDO,CANCELADO
23/01/2025,134249,1,50% Á 80%,ATIVO,JULIO,RENNER,LUARA,RESOLVIDO,CANCELADO
23/01/2025,142328,1,50% Á 80%,ATIVO,JULIO,BRADESCO,ANA LIDIA,RESOLVIDO,QUITADO EMPRESA
23/01/2025,143939,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,MATHEUS,RESOLVIDO,CANCELADO
23/01/2025,144823,1,50% Á 80%,ATIVO,JULIO,BRADESCO,,RESOLVIDO,CANCELADO
23/01/2025,146913,1,50% Á 80%,ATIVO,JULIO,BRADESCO,LUARA,RESOLVIDO,CANCELADO
23/01/2025,148928,1,50% Á 80%,ATIVO,JULIO,BRADESCO,JULIANE,RESOLVIDO,CANCELADO
23/01/2025,150116,1,50% Á 80%,ATIVO,JULIO,SANTANDER,ANA LIDIA,RESOLVIDO,CANCELADO
23/01/2025,152819,1,50% Á 80%,ATIVO,JULIO,SANTANDER,MATHEUS,RESOLVIDO,CANCELADO
23/01/2025,156420,1,50% Á 80%,ATIVO,JULIO,BRADESCO,LUARA,RESOLVIDO,QUITADO EMPRESA
23/01/2025,159997,1,50% Á 80%,ATIVO,JULIO,SANTANDER,,RESOLVIDO,APREENDIDO
23/01/2025,163177,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,LUARA,RESOLVIDO,QUITADO EMPRESA
23/01/2025,165607,1,50% Á 80%,ATIVO,JULIO,SANTANDER,MATHEUS,RESOLVIDO,CANCELADO
23/01/2025,167806,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,LUARA,RESOLVIDO,CANCELADO
23/01/2025,171535,1,50% Á 80%,ATIVO,JULIO,BRADESCO,,RESOLVIDO,CANCELADO
23/01/2025,172682,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,LUARA,RESOLVIDO,QUITADO EMPRESA
23/01/2025,174566,1,50% Á 80%,ATIVO,JULIO,SANTANDER,MATHEUS,RESOLVIDO,APREENDIDO
23/01/2025,175589,1,50% Á 80%,ATIVO,JULIO,SANTANDER,,RESOLVIDO,APREENDIDO
23/01/2025,180935,1,50% Á 80%,ATIVO,JULIO,SANTANDER,JULIANE,RESOLVIDO,QUITADO EMPRESA
23/01/2025,182750,1,50% Á 80%,ATIVO,JULIO,SANTANDER,,RESOLVIDO,QUITADO EMPRESA
23/01/2025,183739,1,50% Á 80%,ATIVO,JULIO,OMNI,LUARA,RESOLVIDO,QUITADO EMPRESA
23/01/2025,184940,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,MATHEUS,RESOLVIDO,QUITADO EMPRESA
23/01/2025,185328,1,50% Á 80%,ATIVO,JULIO,BRADESCO,,RESOLVIDO,QUITADO EMPRESA
